id_meetlocatie,versie_meetlocatie,ndw_index,start_meetperiode,eind_meetperiode,incomplete_waarnemingen_intensiteit,incomplete_waarnemingen_snelheid,waarnemingen_intensiteit,waarnemingen_snelheid,gebruikte_minuten_intensiteit,gebruikte_minuten_snelheid,gebruikte_rekenmethode_intensiteit,gebruikte_rekenmethode_snelheid,spreiding_intensiteit,spreiding_snelheid,kwaliteitsindicator_intensiteit,kwaliteitsindicator_snelheid,data_error_snelheid,data_error_intensiteit,gem_intensiteit,gem_snelheid,gewogen_gem_snelheid,standaard_rekenmethode,gebruikte_meetapparatuur,naam_meetlocatie_mst,totaal_aantal_rijstroken,rijrichting,nauwkeurigheid,meetperiode,rijstrook_rijbaan,voertuigcategorie,start_locatie_latitude,start_locatie_longitude,landcode,versie_vild,subversie_vild,richting_in_vild,locatiecode_vild,afstand_tot_vild_locatie,wegnummer_vild,wegnaam_vild,1e_naam_vild,2e_naam_vild,specifieke_baan,naam_meetlocatie,voorganger,opvolger,locatie_latitude_openlr,locatie_longitude_openlr,positie_tov_weg,positie_tov_rijrichting,afstand_vanaf_het_referentiepunt,wegclassificatie_1,wegclassificatie_2,hoek_graden_van_ref_punt_naar_exacte_loc,laagste_wegclassificatie,afstand_tussen_eerste_en_laatste_punt_ref_lijn,starttijd_leveringsperiode,gecalculeerde_starttijd_leveringsperiode,type_referentiewaarde,referentiewaarde_gem_intensiteit,referentiewaarde_gem_snelheid
RWS01_MONIBAS_0131hrr0158ra,1,F3A,2019-10-15 21:45:00,2019-10-15 22:00:00,0.0,0.0,0.0,0.0,15.0,15.0,,,,,,,0,0,740,104.88,-1.0,arithmeticAverageOfSamplesInATimePeriod,lus,0131hrr0158ra,3,southBound,100.0,60.0,lane2,anyVehicle,51.9572,4.41056,8,5.18,A,negative,7407,5310,A13,,Delft-Zuid,N470,mainCarriageway,A13 southBound naar Rotterdam na afrit 10 ri afrit 11 thv hmp 15.8,,,,,,,,,,,,,,,,,
RWS01_MONIBAS_0131hrr0158ra,1,F5A,2019-10-15 21:45:00,2019-10-15 22:00:00,0.0,0.0,0.0,0.0,15.0,15.0,,,,,,,0,0,864,93.46,-1.0,arithmeticAverageOfSamplesInATimePeriod,lus,0131hrr0158ra,3,southBound,100.0,60.0,lane3,anyVehicle,51.9572,4.41056,8,5.18,A,negative,7407,5310,A13,,Delft-Zuid,N470,mainCarriageway,A13 southBound naar Rotterdam na afrit 10 ri afrit 11 thv hmp 15.8,,,,,,,,,,,,,,,,,
RWS01_MONIBAS_0131hrr0158ra,1,F1A,2019-10-15 22:00:00,2019-10-15 22:15:00,0.0,0.0,0.0,0.0,15.0,13.0,,,,,,,0,0,168,113.04,-1.0,arithmeticAverageOfSamplesInATimePeriod,lus,0131hrr0158ra,3,southBound,100.0,60.0,lane1,anyVehicle,51.9572,4.41056,8,5.18,A,negative,7407,5310,A13,,Delft-Zuid,N470,mainCarriageway,A13 southBound naar Rotterdam na afrit 10 ri afrit 11 thv hmp 15.8,,,,,,,,,,,,,,,,,
RWS01_MONIBAS_0131hrr0158ra,1,F3A,2019-10-15 22:00:00,2019-10-15 22:15:00,0.0,0.0,0.0,0.0,15.0,15.0,,,,,,,0,0,736,103.12,-1.0,arithmeticAverageOfSamplesInATimePeriod,lus,0131hrr0158ra,3,southBound,100.0,60.0,lane2,anyVehicle,51.9572,4.41056,8,5.18,A,negative,7407,5310,A13,,Delft-Zuid,N470,mainCarriageway,A13 southBound naar Rotterdam na afrit 10 ri afrit 11 thv hmp 15.8,,,,,,,,,,,,,,,,,
RWS01_MONIBAS_0131hrr0158ra,1,F5A,2019-10-15 22:00:00,2019-10-15 22:15:00,0.0,0.0,0.0,0.0,15.0,15.0,,,,,,,0,0,892,92.92,-1.0,arithmeticAverageOfSamplesInATimePeriod,lus,0131hrr0158ra,3,southBound,100.0,60.0,lane3,anyVehicle,51.9572,4.41056,8,5.18,A,negative,7407,5310,A13,,Delft-Zuid,N470,mainCarriageway,A13 southBound naar Rotterdam na afrit 10 ri afrit 11 thv hmp 15.8,,,,,,,,,,,,,,,,,
RWS01_MONIBAS_0131hrr0158ra,1,F1A,2019-10-15 22:15:00,2019-10-15 22:30:00,0.0,0.0,0.0,0.0,15.0,11.0,,,,,,,0,0,136,118.6,-1.0,arithmeticAverageOfSamplesInATimePeriod,lus,0131hrr0158ra,3,southBound,100.0,60.0,lane1,anyVehicle,51.9572,4.41056,8,5.18,A,negative,7407,5310,A13,,Delft-Zuid,N470,mainCarriageway,A13 southBound naar Rotterdam na afrit 10 ri afrit 11 thv hmp 15.8,,,,,,,,,,,,,,,,,
RWS01_MONIBAS_0131hrr0158ra,1,F3A,2019-10-15 22:15:00,2019-10-15 22:30:00,0.0,0.0,0.0,0.0,15.0,15.0,,,,,,,0,0,672,105.31,-1.0,arithmeticAverageOfSamplesInATimePeriod,lus,0131hrr0158ra,3,southBound,100.0,60.0,lane2,anyVehicle,51.9572,4.41056,8,5.18,A,negative,7407,5310,A13,,Delft-Zuid,N470,mainCarriageway,A13 southBound naar Rotterdam na afrit 10 ri afrit 11 thv hmp 15.8,,,,,,,,,,,,,,,,,
RWS01_MONIBAS_0131hrr0158ra,1,F5A,2019-10-15 22:15:00,2019-10-15 22:30:00,0.0,0.0,0.0,0.0,15.0,15.0,,,,,,,0,0,808,93.5,-1.0,arithmeticAverageOfSamplesInATimePeriod,lus,0131hrr0158ra,3,southBound,100.0,60.0,lane3,anyVehicle,51.9572,4.41056,8,5.18,A,negative,7407,5310,A13,,Delft-Zuid,N470,mainCarriageway,A13 southBound naar Rotterdam na afrit 10 ri afrit 11 thv hmp 15.8,,,,,,,,,,,,,,,,,
RWS01_MONIBAS_0131hrr0158ra,1,F1A,2019-10-15 22:30:00,2019-10-15 22:45:00,0.0,0.0,0.0,0.0,15.0,9.0,,,,,,,0,0,88,126.89,-1.0,arithmeticAverageOfSamplesInATimePeriod,lus,0131hrr0158ra,3,southBound,100.0,60.0,lane1,anyVehicle,51.9572,4.41056,8,5.18,A,negative,7407,5310,A13,,Delft-Zuid,N470,mainCarriageway,A13 southBound naar Rotterdam na afrit 10 ri afrit 11 thv hmp 15.8,,,,,,,,,,,,,,,,,
RWS01_MONIBAS_0131hrr0158ra,1,F3A,2019-10-15 22:30:00,2019-10-15 22:45:00,0.0,0.0,0.0,0.0,15.0,15.0,,,,,,,0,0,580,108.29,-1.0,arithmeticAverageOfSamplesInATimePeriod,lus,0131hrr0158ra,3,southBound,100.0,60.0,lane2,anyVehicle,51.9572,4.41056,8,5.18,A,negative,7407,5310,A13,,Delft-Zuid,N470,mainCarriageway,A13 southBound naar Rotterdam na afrit 10 ri afrit 11 thv hmp 15.8,,,,,,,,,,,,,,,,,
RWS01_MONIBAS_0131hrr0158ra,1,F5A,2019-10-15 22:30:00,2019-10-15 22:45:00,0.0,0.0,0.0,0.0,15.0,15.0,,,,,,,0,0,836,94.21,-1.0,arithmeticAverageOfSamplesInATimePeriod,lus,0131hrr0158ra,3,southBound,100.0,60.0,lane3,anyVehicle,51.9572,4.41056,8,5.18,A,negative,7407,5310,A13,,Delft-Zuid,N470,mainCarriageway,A13 southBound naar Rotterdam na afrit 10 ri afrit 11 thv hmp 15.8,,,,,,,,,,,,,,,,,
RWS01_MONIBAS_0131hrr0158ra,1,F1A,2019-10-15 22:45:00,2019-10-15 23:00:00,0.0,0.0,0.0,0.0,15.0,14.0,,,,,,,0,0,164,111.91,-1.0,arithmeticAverageOfSamplesInATimePeriod,lus,0131hrr0158ra,3,southBound,100.0,60.0,lane1,anyVehicle,51.9572,4.41056,8,5.18,A,negative,7407,5310,A13,,Delft-Zuid,N470,mainCarriageway,A13 southBound naar Rotterdam na afrit 10 ri afrit 11 thv hmp 15.8,,,,,,,,,,,,,,,,,
RWS01_MONIBAS_0131hrr0158ra,1,F3A,2019-10-15 22:45:00,2019-10-15 23:00:00,0.0,0.0,0.0,0.0,15.0,15.0,,,,,,,0,0,844,102.92,-1.0,arithmeticAverageOfSamplesInATimePeriod,lus,0131hrr0158ra,3,southBound,100.0,60.0,lane2,anyVehicle,51.9572,4.41056,8,5.18,A,negative,7407,5310,A13,,Delft-Zuid,N470,mainCarriageway,A13 southBound naar Rotterdam na afrit 10 ri afrit 11 thv hmp 15.8,,,,,,,,,,,,,,,,,
